,U,target_U,nbt,AMCmax,Greedy,EDFVD_test,LPA,OCBP,PLRS,Vestal,LWLF,LWLF_t,LWLF_n_states,EDFVD,EDFVD_t,EDFVD_n_states
142,0.5379554655870444,0.54,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.292527198791504,4317.0,1.0,8.418876886367798,2775.0
143,0.5444444444444444,0.54,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.423171043395996,150.0,1.0,1.4554071426391602,150.0
144,0.5401960784313726,0.54,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3040688037872314,410.0,1.0,2.241096019744873,378.0
145,0.5392857142857144,0.54,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.731553077697754,312.0,1.0,1.7469632625579834,224.0
146,0.5401108269394714,0.54,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,23.857576847076416,12561.0,1.0,20.93845295906067,9441.0
147,0.5416666666666666,0.54,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4183361530303955,508.0,1.0,1.8117480278015137,388.0
148,0.5384615384615385,0.54,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.454509973526001,282.0,1.0,4.123531103134155,282.0
149,0.5429864253393665,0.54,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.332406997680664,7026.0,1.0,14.26299500465393,6360.0
150,0.5466666666666666,0.55,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8521838188171387,298.0,1.0,2.9413869380950928,276.0
151,0.5477941176470588,0.55,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.854355812072754,378.0,1.0,3.1616687774658203,366.0
152,0.5485632183908046,0.55,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.449023008346558,9273.0,1.0,14.733841896057129,7662.0
153,0.5525210084033614,0.55,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.1578481197357178,300.0,1.0,1.888451099395752,300.0
154,0.547360248447205,0.55,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.127527952194214,270.0,1.0,3.822082042694092,252.0
155,0.55,0.55,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8657162189483643,102.0,1.0,1.2164580821990967,84.0
156,0.5546296296296296,0.55,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,46.47160029411316,25683.0,1.0,30.246499061584473,13896.0
157,0.5476190476190477,0.55,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6617069244384766,300.0,1.0,1.9790289402008057,300.0
158,0.5535714285714286,0.55,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.670126914978027,8484.0,1.0,13.482645988464355,6933.0
159,0.5518031189083821,0.55,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.4990689754486,228292.0,1.0,267.0709512233734,101624.0
160,0.5631313131313131,0.56,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.032618045806885,2784.0,1.0,4.924461841583252,2748.0
161,0.5615384615384615,0.56,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6506900787353516,156.0,1.0,2.460697889328003,156.0
162,0.557504873294347,0.56,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.162692070007324,7377.0,1.0,10.338038206100464,6945.0
163,0.5600961538461539,0.56,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.9562618732452393,298.0,1.0,2.662968873977661,298.0
164,0.5574074074074074,0.56,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5173299312591553,272.0,1.0,2.4222960472106934,272.0
165,0.5607142857142857,0.56,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4569289684295654,260.0,1.0,1.4395241737365723,226.0
166,0.5625,0.56,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9575541019439697,98.0,1.0,1.8482897281646729,98.0
